timestamp,repositorio,tratamento,repeticao,sucesso,tempo_resposta_ms,tamanho_resposta_bytes
2026-06-24T19:00:05.135158,facebook/react,GraphQL,6,True,569.1182999999,801
2026-06-24T19:00:09.959376,tensorflow/tensorflow,GraphQL,3,True,803.4545000000435,1006
2026-06-24T19:00:11.065742,torvalds/linux,GraphQL,17,True,577.1432000001369,176
2026-06-24T19:00:13.466089,tensorflow/tensorflow,GraphQL,9,True,700.8087000003798,1006
2026-06-24T19:00:16.036346,rails/rails,GraphQL,11,True,677.463799999714,936
2026-06-24T19:00:21.069802,facebook/react,GraphQL,22,True,719.7063000003254,801
2026-06-24T19:00:23.853501,tensorflow/tensorflow,GraphQL,25,True,631.4732999999251,1006
2026-06-24T19:00:24.786394,django/django,GraphQL,20,True,549.7150000001056,209
2026-06-24T19:00:29.030369,tensorflow/tensorflow,GraphQL,4,True,810.1956999998947,1006
2026-06-24T19:00:30.144483,vuejs/vue,GraphQL,21,True,689.3930000005639,990
2026-06-24T19:00:32.776023,tensorflow/tensorflow,GraphQL,19,True,601.7940000001545,1006
2026-06-24T19:00:37.200715,pytorch/pytorch,GraphQL,11,True,546.9192000000476,1020
2026-06-24T19:00:40.056373,microsoft/vscode,GraphQL,4,True,812.9258999997546,766
2026-06-24T19:00:42.870424,nodejs/node,GraphQL,9,True,706.7177999997512,835
2026-06-24T19:00:45.641300,django/django,GraphQL,6,True,654.6776000004684,209
2026-06-24T19:00:48.422750,pytorch/pytorch,GraphQL,18,True,647.4448999997549,1020
2026-06-24T19:00:50.830300,rails/rails,GraphQL,3,True,595.8110999999917,936
2026-06-24T19:00:53.165721,django/django,GraphQL,27,True,668.7706000002436,209
2026-06-24T19:00:55.879531,rails/rails,GraphQL,28,True,645.4345000001922,936
2026-06-24T19:00:56.825763,nodejs/node,GraphQL,3,True,867.9371999996874,835
2026-06-24T19:00:59.587780,microsoft/vscode,GraphQL,6,True,556.129399999918,766
2026-06-24T19:01:04.380449,vuejs/vue,GraphQL,6,True,586.6931999998997,990
2026-06-24T19:01:06.940489,angular/angular,GraphQL,22,True,640.9504000002926,925
2026-06-24T19:01:09.574656,django/django,GraphQL,17,True,674.4157000002815,209
2026-06-24T19:01:12.053035,torvalds/linux,GraphQL,22,True,501.7416000000594,176
2026-06-24T19:01:12.857795,tensorflow/tensorflow,GraphQL,8,True,589.2371999998431,1006
2026-06-24T19:01:17.160511,nodejs/node,GraphQL,17,True,721.6846999999689,835
2026-06-24T19:01:19.676233,vuejs/vue,GraphQL,28,True,541.2464999999429,990
2026-06-24T19:01:22.086024,django/django,GraphQL,18,True,644.0800999998828,209
2026-06-24T19:01:24.624532,nodejs/node,GraphQL,13,True,561.4631999997073,835
2026-06-24T19:01:27.136366,nodejs/node,GraphQL,12,True,693.0959999999686,835
2026-06-24T19:01:29.649962,rails/rails,GraphQL,6,True,532.8392000001259,936
2026-06-24T19:01:32.130034,vuejs/vue,GraphQL,5,True,571.4065000001938,990
2026-06-24T19:01:33.005023,nodejs/node,GraphQL,20,True,712.0254000001296,835
2026-06-24T19:01:37.683806,pytorch/pytorch,GraphQL,24,True,722.0219999999244,1020
2026-06-24T19:01:38.709013,facebook/react,GraphQL,26,True,731.8325999995068,801
2026-06-24T19:01:42.219342,nodejs/node,GraphQL,18,True,678.7986999997884,835
2026-06-24T19:01:46.334607,torvalds/linux,GraphQL,23,True,506.2352999993891,176
2026-06-24T19:01:47.145478,torvalds/linux,GraphQL,25,True,514.9633999999423,176
2026-06-24T19:01:49.679256,angular/angular,GraphQL,13,True,721.8132999996669,925
2026-06-24T19:01:53.928390,django/django,GraphQL,3,True,543.7830000000758,209
2026-06-24T19:01:56.519978,rails/rails,GraphQL,9,True,677.0845999999437,936
2026-06-24T19:01:59.300980,microsoft/vscode,GraphQL,2,True,635.3515999999217,766
2026-06-24T19:02:01.892194,microsoft/vscode,GraphQL,3,True,753.0320999994728,766
2026-06-24T19:02:02.948187,nodejs/node,GraphQL,19,True,788.1177999997817,835
2026-06-24T19:02:07.436144,nodejs/node,GraphQL,26,True,644.9572999999873,835
2026-06-24T19:02:10.001965,nodejs/node,GraphQL,25,True,710.3236000002653,835
2026-06-24T19:02:13.060986,facebook/react,GraphQL,10,True,663.6758000004193,801
2026-06-24T19:02:14.025444,tensorflow/tensorflow,GraphQL,7,True,710.0053000003754,1006
2026-06-24T19:02:18.130633,torvalds/linux,GraphQL,2,True,633.0948000004355,176
2026-06-24T19:02:19.065187,angular/angular,GraphQL,15,True,591.0757000001468,925
2026-06-24T19:02:23.376278,pytorch/pytorch,GraphQL,19,True,654.8025000001871,1020
2026-06-24T19:02:25.957736,rails/rails,GraphQL,19,True,674.9357999997301,936
2026-06-24T19:02:28.537586,tensorflow/tensorflow,GraphQL,0,True,646.4343999996345,1006
